,REF_DATE,GEO_x,New housing price indexes_x,UOM_x,HPI_atlantic,GEO_y,New housing price indexes_y,UOM_y,HPI_nfland_labrador,GEO_x,New housing price indexes_x,UOM_x,HPI_charlottetown_pei,GEO_y,New housing price indexes_y,UOM_y,HPI_halifax_ns,GEO_x,New housing price indexes_x,UOM_x,HPI_stjohn_fredericton_moncton,GEO_y,New housing price indexes_y,UOM_y,HPI_quebec_qc,GEO_x,New housing price indexes_x,UOM_x,HPI_sherbrooke_qc,GEO_y,New housing price indexes_y,UOM_y,HPI_troisriv_qc,GEO_x,New housing price indexes_x,UOM_x,HPI_mtl_qc,GEO_y,New housing price indexes_y,UOM_y,HPI_ottawa_gatineau_qc,GEO_x,New housing price indexes_x,UOM_x,HPI_ottawa_gatineau_ont,GEO_y,New housing price indexes_y,UOM_y,HPI_oshawa_ont,GEO_x,New housing price indexes_x,UOM_x,HPI_toronto_ont,GEO_y,New housing price indexes_y,UOM_y,HPI_hamilton_ont,GEO_x,New housing price indexes_x,UOM_x,HPI_guelph_ont,GEO_y,New housing price indexes_y,UOM_y,HPI_london_ont,GEO_x,New housing price indexes_x,UOM_x,HPI_windsor_ont,GEO_y,New housing price indexes_y,UOM_y,HPI_sudbury_ont,GEO_x,New housing price indexes_x,UOM_x,HPI_prairie_region,GEO_y,New housing price indexes_y,UOM_y,HPI_winnipeg_manitoba,GEO_x,New housing price indexes_x,UOM_x,HPI_edmonton_alb,GEO_y,New housing price indexes_y,UOM_y,HPI_calgary_alb,GEO_x,New housing price indexes_x,UOM_x,HPI_victoria_bc,GEO_y,New housing price indexes_y,UOM_y,HPI_vancouver_bc,GEO,New housing price indexes,UOM,HPI_kelowna_bc
383,2012-12,Atlantic Region,House only,"Index, 201612=100",97.6,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",98.1,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.0,"Halifax, Nova Scotia",House only,"Index, 201612=100",96.3,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",97.8,"Québec, Quebec",House only,"Index, 201612=100",101.5,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",97.3,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",104.1,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",82.0,"Hamilton, Ontario",House only,"Index, 201612=100",86.3,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",91.1,"Windsor, Ontario",House only,"Index, 201612=100",92.6,"Greater Sudbury, Ontario",House only,"Index, 201612=100",97.4,Prairie Region,House only,"Index, 201612=100",95.7,"Winnipeg, Manitoba",House only,"Index, 201612=100",91.7,"Edmonton, Alberta",House only,"Index, 201612=100",100.8,"Calgary, Alberta",House only,"Index, 201612=100",89.8,"Victoria, British Columbia",House only,"Index, 201612=100",96.9,"Vancouver, British Columbia",House only,"Index, 201612=100",93.1,"Kelowna, British Columbia",House only,"Index, 201612=100",
384,2013-01,Atlantic Region,House only,"Index, 201612=100",97.8,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",98.3,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.1,"Halifax, Nova Scotia",House only,"Index, 201612=100",96.5,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",97.7,"Québec, Quebec",House only,"Index, 201612=100",101.5,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",97.3,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",103.7,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",82.3,"Hamilton, Ontario",House only,"Index, 201612=100",86.5,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",91.1,"Windsor, Ontario",House only,"Index, 201612=100",92.6,"Greater Sudbury, Ontario",House only,"Index, 201612=100",97.5,Prairie Region,House only,"Index, 201612=100",95.9,"Winnipeg, Manitoba",House only,"Index, 201612=100",91.8,"Edmonton, Alberta",House only,"Index, 201612=100",100.7,"Calgary, Alberta",House only,"Index, 201612=100",90.4,"Victoria, British Columbia",House only,"Index, 201612=100",96.7,"Vancouver, British Columbia",House only,"Index, 201612=100",93.1,"Kelowna, British Columbia",House only,"Index, 201612=100",
385,2013-02,Atlantic Region,House only,"Index, 201612=100",98.1,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",98.2,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.1,"Halifax, Nova Scotia",House only,"Index, 201612=100",97.4,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",97.9,"Québec, Quebec",House only,"Index, 201612=100",101.4,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",97.5,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",103.4,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",82.0,"Hamilton, Ontario",House only,"Index, 201612=100",86.5,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",91.4,"Windsor, Ontario",House only,"Index, 201612=100",92.6,"Greater Sudbury, Ontario",House only,"Index, 201612=100",97.5,Prairie Region,House only,"Index, 201612=100",96.4,"Winnipeg, Manitoba",House only,"Index, 201612=100",91.9,"Edmonton, Alberta",House only,"Index, 201612=100",100.7,"Calgary, Alberta",House only,"Index, 201612=100",91.5,"Victoria, British Columbia",House only,"Index, 201612=100",96.7,"Vancouver, British Columbia",House only,"Index, 201612=100",93.1,"Kelowna, British Columbia",House only,"Index, 201612=100",
386,2013-03,Atlantic Region,House only,"Index, 201612=100",98.2,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",98.2,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.1,"Halifax, Nova Scotia",House only,"Index, 201612=100",97.4,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",98.1,"Québec, Quebec",House only,"Index, 201612=100",101.4,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",97.5,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",103.6,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",82.1,"Hamilton, Ontario",House only,"Index, 201612=100",86.8,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",91.4,"Windsor, Ontario",House only,"Index, 201612=100",93.2,"Greater Sudbury, Ontario",House only,"Index, 201612=100",97.5,Prairie Region,House only,"Index, 201612=100",96.7,"Winnipeg, Manitoba",House only,"Index, 201612=100",92.2,"Edmonton, Alberta",House only,"Index, 201612=100",100.7,"Calgary, Alberta",House only,"Index, 201612=100",92.0,"Victoria, British Columbia",House only,"Index, 201612=100",96.6,"Vancouver, British Columbia",House only,"Index, 201612=100",92.9,"Kelowna, British Columbia",House only,"Index, 201612=100",
387,2013-04,Atlantic Region,House only,"Index, 201612=100",98.7,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",99.5,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.4,"Halifax, Nova Scotia",House only,"Index, 201612=100",97.4,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",98.0,"Québec, Quebec",House only,"Index, 201612=100",101.5,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",97.4,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",103.6,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",82.2,"Hamilton, Ontario",House only,"Index, 201612=100",87.9,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",91.4,"Windsor, Ontario",House only,"Index, 201612=100",93.2,"Greater Sudbury, Ontario",House only,"Index, 201612=100",97.5,Prairie Region,House only,"Index, 201612=100",97.1,"Winnipeg, Manitoba",House only,"Index, 201612=100",93.1,"Edmonton, Alberta",House only,"Index, 201612=100",100.9,"Calgary, Alberta",House only,"Index, 201612=100",92.8,"Victoria, British Columbia",House only,"Index, 201612=100",96.7,"Vancouver, British Columbia",House only,"Index, 201612=100",93.0,"Kelowna, British Columbia",House only,"Index, 201612=100",
388,2013-05,Atlantic Region,House only,"Index, 201612=100",98.9,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",99.5,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.5,"Halifax, Nova Scotia",House only,"Index, 201612=100",97.9,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",98.2,"Québec, Quebec",House only,"Index, 201612=100",101.5,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",97.8,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",103.2,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",82.4,"Hamilton, Ontario",House only,"Index, 201612=100",87.9,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",91.4,"Windsor, Ontario",House only,"Index, 201612=100",93.2,"Greater Sudbury, Ontario",House only,"Index, 201612=100",98.0,Prairie Region,House only,"Index, 201612=100",97.5,"Winnipeg, Manitoba",House only,"Index, 201612=100",93.8,"Edmonton, Alberta",House only,"Index, 201612=100",100.6,"Calgary, Alberta",House only,"Index, 201612=100",93.7,"Victoria, British Columbia",House only,"Index, 201612=100",96.7,"Vancouver, British Columbia",House only,"Index, 201612=100",92.7,"Kelowna, British Columbia",House only,"Index, 201612=100",
389,2013-06,Atlantic Region,House only,"Index, 201612=100",98.9,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",99.5,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.8,"Halifax, Nova Scotia",House only,"Index, 201612=100",97.8,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",98.2,"Québec, Quebec",House only,"Index, 201612=100",101.5,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",98.0,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",103.1,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",82.4,"Hamilton, Ontario",House only,"Index, 201612=100",87.6,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",92.0,"Windsor, Ontario",House only,"Index, 201612=100",93.0,"Greater Sudbury, Ontario",House only,"Index, 201612=100",98.0,Prairie Region,House only,"Index, 201612=100",97.8,"Winnipeg, Manitoba",House only,"Index, 201612=100",94.0,"Edmonton, Alberta",House only,"Index, 201612=100",101.0,"Calgary, Alberta",House only,"Index, 201612=100",94.0,"Victoria, British Columbia",House only,"Index, 201612=100",96.6,"Vancouver, British Columbia",House only,"Index, 201612=100",92.3,"Kelowna, British Columbia",House only,"Index, 201612=100",
390,2013-07,Atlantic Region,House only,"Index, 201612=100",99.3,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",100.0,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.9,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.2,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",98.2,"Québec, Quebec",House only,"Index, 201612=100",101.5,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",97.9,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",102.8,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",82.8,"Hamilton, Ontario",House only,"Index, 201612=100",87.9,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",92.0,"Windsor, Ontario",House only,"Index, 201612=100",93.3,"Greater Sudbury, Ontario",House only,"Index, 201612=100",98.0,Prairie Region,House only,"Index, 201612=100",98.0,"Winnipeg, Manitoba",House only,"Index, 201612=100",94.3,"Edmonton, Alberta",House only,"Index, 201612=100",100.9,"Calgary, Alberta",House only,"Index, 201612=100",94.7,"Victoria, British Columbia",House only,"Index, 201612=100",96.6,"Vancouver, British Columbia",House only,"Index, 201612=100",92.6,"Kelowna, British Columbia",House only,"Index, 201612=100",
391,2013-08,Atlantic Region,House only,"Index, 201612=100",99.2,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",100.0,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.9,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.0,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",98.2,"Québec, Quebec",House only,"Index, 201612=100",101.5,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",98.0,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",102.5,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",82.9,"Hamilton, Ontario",House only,"Index, 201612=100",87.9,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",92.0,"Windsor, Ontario",House only,"Index, 201612=100",94.4,"Greater Sudbury, Ontario",House only,"Index, 201612=100",98.1,Prairie Region,House only,"Index, 201612=100",98.4,"Winnipeg, Manitoba",House only,"Index, 201612=100",94.3,"Edmonton, Alberta",House only,"Index, 201612=100",101.1,"Calgary, Alberta",House only,"Index, 201612=100",95.3,"Victoria, British Columbia",House only,"Index, 201612=100",96.5,"Vancouver, British Columbia",House only,"Index, 201612=100",92.2,"Kelowna, British Columbia",House only,"Index, 201612=100",
392,2013-09,Atlantic Region,House only,"Index, 201612=100",99.3,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",100.0,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.9,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.2,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",98.2,"Québec, Quebec",House only,"Index, 201612=100",101.5,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",97.9,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",102.3,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",82.9,"Hamilton, Ontario",House only,"Index, 201612=100",88.0,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",92.3,"Windsor, Ontario",House only,"Index, 201612=100",94.0,"Greater Sudbury, Ontario",House only,"Index, 201612=100",98.1,Prairie Region,House only,"Index, 201612=100",98.5,"Winnipeg, Manitoba",House only,"Index, 201612=100",94.4,"Edmonton, Alberta",House only,"Index, 201612=100",100.6,"Calgary, Alberta",House only,"Index, 201612=100",95.9,"Victoria, British Columbia",House only,"Index, 201612=100",96.4,"Vancouver, British Columbia",House only,"Index, 201612=100",92.2,"Kelowna, British Columbia",House only,"Index, 201612=100",
393,2013-10,Atlantic Region,House only,"Index, 201612=100",99.3,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",100.0,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.8,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.3,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",98.2,"Québec, Quebec",House only,"Index, 201612=100",101.6,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",97.9,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",102.3,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",83.0,"Hamilton, Ontario",House only,"Index, 201612=100",88.8,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",92.8,"Windsor, Ontario",House only,"Index, 201612=100",94.7,"Greater Sudbury, Ontario",House only,"Index, 201612=100",98.1,Prairie Region,House only,"Index, 201612=100",98.6,"Winnipeg, Manitoba",House only,"Index, 201612=100",94.4,"Edmonton, Alberta",House only,"Index, 201612=100",100.7,"Calgary, Alberta",House only,"Index, 201612=100",96.0,"Victoria, British Columbia",House only,"Index, 201612=100",96.3,"Vancouver, British Columbia",House only,"Index, 201612=100",91.9,"Kelowna, British Columbia",House only,"Index, 201612=100",
394,2013-11,Atlantic Region,House only,"Index, 201612=100",99.3,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",100.0,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.8,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.3,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",98.3,"Québec, Quebec",House only,"Index, 201612=100",101.5,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",98.1,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",101.7,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",83.2,"Hamilton, Ontario",House only,"Index, 201612=100",89.3,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",93.0,"Windsor, Ontario",House only,"Index, 201612=100",94.6,"Greater Sudbury, Ontario",House only,"Index, 201612=100",98.1,Prairie Region,House only,"Index, 201612=100",98.7,"Winnipeg, Manitoba",House only,"Index, 201612=100",94.4,"Edmonton, Alberta",House only,"Index, 201612=100",100.4,"Calgary, Alberta",House only,"Index, 201612=100",96.4,"Victoria, British Columbia",House only,"Index, 201612=100",95.7,"Vancouver, British Columbia",House only,"Index, 201612=100",91.7,"Kelowna, British Columbia",House only,"Index, 201612=100",
395,2013-12,Atlantic Region,House only,"Index, 201612=100",99.2,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",100.0,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.8,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.1,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",98.2,"Québec, Quebec",House only,"Index, 201612=100",101.6,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",98.1,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",101.8,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",83.5,"Hamilton, Ontario",House only,"Index, 201612=100",89.4,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",92.8,"Windsor, Ontario",House only,"Index, 201612=100",94.4,"Greater Sudbury, Ontario",House only,"Index, 201612=100",98.1,Prairie Region,House only,"Index, 201612=100",98.8,"Winnipeg, Manitoba",House only,"Index, 201612=100",94.5,"Edmonton, Alberta",House only,"Index, 201612=100",100.4,"Calgary, Alberta",House only,"Index, 201612=100",96.6,"Victoria, British Columbia",House only,"Index, 201612=100",95.7,"Vancouver, British Columbia",House only,"Index, 201612=100",91.5,"Kelowna, British Columbia",House only,"Index, 201612=100",
396,2014-01,Atlantic Region,House only,"Index, 201612=100",99.2,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",100.0,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.4,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.1,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",98.2,"Québec, Quebec",House only,"Index, 201612=100",101.4,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",98.1,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",101.5,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",83.7,"Hamilton, Ontario",House only,"Index, 201612=100",89.1,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",92.8,"Windsor, Ontario",House only,"Index, 201612=100",94.5,"Greater Sudbury, Ontario",House only,"Index, 201612=100",98.1,Prairie Region,House only,"Index, 201612=100",99.5,"Winnipeg, Manitoba",House only,"Index, 201612=100",94.5,"Edmonton, Alberta",House only,"Index, 201612=100",100.2,"Calgary, Alberta",House only,"Index, 201612=100",98.3,"Victoria, British Columbia",House only,"Index, 201612=100",95.7,"Vancouver, British Columbia",House only,"Index, 201612=100",91.4,"Kelowna, British Columbia",House only,"Index, 201612=100",
397,2014-02,Atlantic Region,House only,"Index, 201612=100",99.1,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",100.0,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.8,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.0,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",98.1,"Québec, Quebec",House only,"Index, 201612=100",101.3,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",98.2,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",101.6,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",84.1,"Hamilton, Ontario",House only,"Index, 201612=100",89.7,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",93.2,"Windsor, Ontario",House only,"Index, 201612=100",95.2,"Greater Sudbury, Ontario",House only,"Index, 201612=100",98.1,Prairie Region,House only,"Index, 201612=100",100.1,"Winnipeg, Manitoba",House only,"Index, 201612=100",94.7,"Edmonton, Alberta",House only,"Index, 201612=100",100.4,"Calgary, Alberta",House only,"Index, 201612=100",99.6,"Victoria, British Columbia",House only,"Index, 201612=100",95.7,"Vancouver, British Columbia",House only,"Index, 201612=100",91.4,"Kelowna, British Columbia",House only,"Index, 201612=100",
398,2014-03,Atlantic Region,House only,"Index, 201612=100",99.3,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",100.3,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.3,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.2,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",98.1,"Québec, Quebec",House only,"Index, 201612=100",101.3,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",98.1,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",101.3,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",84.1,"Hamilton, Ontario",House only,"Index, 201612=100",89.7,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",93.2,"Windsor, Ontario",House only,"Index, 201612=100",95.2,"Greater Sudbury, Ontario",House only,"Index, 201612=100",98.1,Prairie Region,House only,"Index, 201612=100",100.5,"Winnipeg, Manitoba",House only,"Index, 201612=100",94.7,"Edmonton, Alberta",House only,"Index, 201612=100",100.5,"Calgary, Alberta",House only,"Index, 201612=100",100.6,"Victoria, British Columbia",House only,"Index, 201612=100",95.4,"Vancouver, British Columbia",House only,"Index, 201612=100",91.3,"Kelowna, British Columbia",House only,"Index, 201612=100",
399,2014-04,Atlantic Region,House only,"Index, 201612=100",99.3,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",100.3,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.3,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.1,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",98.3,"Québec, Quebec",House only,"Index, 201612=100",101.3,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",98.2,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",101.1,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",85.0,"Hamilton, Ontario",House only,"Index, 201612=100",89.9,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",93.2,"Windsor, Ontario",House only,"Index, 201612=100",95.2,"Greater Sudbury, Ontario",House only,"Index, 201612=100",98.1,Prairie Region,House only,"Index, 201612=100",100.6,"Winnipeg, Manitoba",House only,"Index, 201612=100",95.1,"Edmonton, Alberta",House only,"Index, 201612=100",100.2,"Calgary, Alberta",House only,"Index, 201612=100",101.2,"Victoria, British Columbia",House only,"Index, 201612=100",95.4,"Vancouver, British Columbia",House only,"Index, 201612=100",90.8,"Kelowna, British Columbia",House only,"Index, 201612=100",
